A=7064 B=6735 C=9638 X=888900875 Y=4772346847 Z=83962030001 M=3371
A=8639 B=7117 C=8955 X=815204962 Y=8719926230 Z=21509414749 M=3070
A=9410 B=3280 C=9140 X=499789120 Y=7740256707 Z=44653891067 M=6420
A=8557 B=3951 C=9185 X=586951651 Y=9139253591 Z=85024344703 M=2299
A=3041 B=7945 C=9612 X=480262790 Y=2224111354 Z=23358615370 M=1370
A=4758 B=5313 C=9469 X=808700081 Y=1829443589 Z=27352205800 M=4525
A=9565 B=5016 C=9093 X=971754042 Y=2608100156 Z=26428827796 M=4086
A=4517 B=3331 C=6770 X=127497312 Y=3674251304 Z=19100989582 M=4906
A=7143 B=5503 C=5535 X=124959527 Y=4862393990 Z=90139408435 M=9744
A=3965 B=5050 C=9667 X=722570650 Y=4809678418 Z=97730903827 M=5930
A=3571 B=5116 C=7596 X=434471973 Y=2606185914 Z=37844674728 M=1409
A=7334 B=3239 C=9059 X=528080773 Y=3280955402 Z=91202183704 M=3956
A=7143 B=7761 C=8123 X=978199481 Y=9110241055 Z=37400488190 M=6356
A=5856 B=8927 C=9121 X=452258665 Y=7129372007 Z=16747755904 M=2958
A=8686 B=6041 C=6318 X=596269530 Y=1549934854 Z=12174685876 M=3204
A=7859 B=6491 C=9571 X=691452223 Y=6721437484 Z=99536028583 M=7672
A=6185 B=6541 C=9054 X=625717688 Y=5671931092 Z=95071814890 M=3273
A=8210 B=3037 C=8790 X=961868159 Y=8994283768 Z=12275769585 M=4913
A=6990 B=5357 C=5691 X=947676394 Y=2651270436 Z=22654689172 M=2375
A=6951 B=5828 C=7846 X=686514094 Y=8252478013 Z=15197600542 M=7250
A=8901 B=4717 C=7970 X=118592533 Y=2887827938 Z=16190061626 M=6093
A=4641 B=6916 C=5591 X=636785534 Y=9461598758 Z=12516215039 M=7876
A=3632 B=4599 C=6843 X=929885294 Y=6190717502 Z=48476477722 M=3188
A=3479 B=4827 C=6506 X=285333504 Y=7877628929 Z=11295095268 M=6628
A=9603 B=5701 C=5009 X=328836886 Y=7843649553 Z=23476808826 M=9832
A=7346 B=4236 C=6948 X=742323034 Y=9322090852 Z=32072980960 M=8516
A=3383 B=7924 C=6440 X=627125987 Y=3610859576 Z=77516144154 M=2840
A=5521 B=7333 C=7879 X=214125512 Y=9308901029 Z=60787767988 M=3244
A=4384 B=7576 C=5888 X=546482055 Y=2760712305 Z=21522283279 M=4370
A=8498 B=8078 C=9105 X=400696532 Y=7759236893 Z=33154230261 M=2585
A=5953 B=4983 C=5410 X=472194074 Y=7763384233 Z=54343704128 M=1937
A=9142 B=8604 C=6964 X=137096851 Y=3765826940 Z=30882697382 M=6141
A=2495 B=6939 C=5391 X=302590779 Y=9162552556 Z=95165151232 M=6641
A=4044 B=6277 C=5070 X=205709273 Y=7487343905 Z=40457227814 M=1527
A=5232 B=3530 C=5285 X=519433618 Y=8562405082 Z=24531741291 M=2558
A=8848 B=8542 C=6505 X=910861190 Y=2690577614 Z=34490627064 M=1279
A=7523 B=7923 C=9298 X=389619760 Y=8863268790 Z=63446846745 M=8608
A=4606 B=8809 C=6107 X=976936372 Y=8644891280 Z=28534944963 M=4874
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=9154 B=4089 C=9514 X=984953648 Y=6207259662 Z=62451745226 M=6695
A=6732 B=9959 C=5192 X=190962449 Y=1796161037 Z=73855062365 M=3573
A=7157 B=6955 C=7839 X=420455487 Y=3871927701 Z=50130198403 M=6304
A=5549 B=5583 C=7703 X=820962051 Y=5245579269 Z=66157192766 M=4124
A=7431 B=7477 C=9998 X=443726643 Y=1321854598 Z=89293850626 M=9627
A=8980 B=4347 C=8975 X=140688103 Y=9391997480 Z=47260097456 M=6835
A=2733 B=3244 C=6865 X=127555053 Y=1427142755 Z=13674471958 M=4133
A=4352 B=4314 C=7312 X=317167256 Y=3678061505 Z=44024681326 M=5407
A=3991 B=4597 C=5843 X=451389421 Y=3936550230 Z=64085266551 M=1644
A=2379 B=7068 C=5772 X=778051540 Y=2075033943 Z=18002095315 M=9113
A=5274 B=6242 C=9136 X=690384179 Y=5770840958 Z=16053152476 M=7215
A=3574 B=5369 C=5919 X=253921465 Y=7803417366 Z=21401574370 M=6883
A=8794 B=9141 C=5736 X=545521132 Y=2700456871 Z=38426399099 M=3413
A=2127 B=8206 C=8236 X=971343393 Y=3955541331 Z=90247114096 M=5925
A=2732 B=4760 C=7738 X=969568435 Y=1114811156 Z=69312028321 M=5248
A=8981 B=6025 C=9549 X=734992579 Y=6177111706 Z=46315307457 M=2212
A=2933 B=6102 C=5766 X=244238419 Y=6516882721 Z=80495591514 M=8138
A=8836 B=4742 C=7737 X=452997621 Y=3165961819 Z=27410272764 M=4499
A=8004 B=5221 C=5534 X=924946614 Y=4916378489 Z=61946340364 M=8159
A=6066 B=3841 C=5909 X=394389772 Y=5207998792 Z=25280890622 M=8593
A=3648 B=3167 C=6475 X=153449575 Y=1052388075 Z=34754632896 M=5346
A=7170 B=3020 C=8325 X=630492312 Y=4886140495 Z=55940927281 M=6524
A=9738 B=7969 C=9678 X=811107270 Y=6711044499 Z=59384019601 M=3139
A=6328 B=7797 C=8918 X=551989844 Y=9657898511 Z=48082504463 M=3304
A=3090 B=9532 C=8309 X=607823519 Y=1330067792 Z=89761730898 M=3606
A=2676 B=9252 C=8065 X=621245260 Y=1661850359 Z=77403389815 M=1272
A=7385 B=6315 C=5963 X=113775257 Y=5194517120 Z=80803358182 M=4486
A=8709 B=4018 C=6240 X=860616856 Y=3758454604 Z=49440504362 M=4837
A=9480 B=6683 C=7035 X=336730974 Y=3340525461 Z=23126051007 M=4572
A=6053 B=7091 C=5687 X=272670785 Y=2159113740 Z=71928417916 M=8149
A=9164 B=8960 C=9811 X=697868124 Y=3788486405 Z=12280145443 M=7679
A=5846 B=6998 C=6081 X=704735267 Y=7557235928 Z=13388068152 M=3377
A=3730 B=9258 C=8916 X=218200134 Y=4592507251 Z=92626687836 M=8054
A=2301 B=5762 C=9459 X=524296246 Y=8500165057 Z=48759726032 M=3797
A=3229 B=6733 C=6575 X=636364567 Y=4820858448 Z=20871817546 M=6865
A=5093 B=3729 C=6351 X=867612120 Y=5254136216 Z=22973853481 M=4125
A=6888 B=8048 C=5036 X=646606312 Y=9967298645 Z=98379411362 M=2007
A=7661 B=9209 C=8425 X=598693861 Y=2331551311 Z=13649962092 M=9075
A=8128 B=3798 C=9300 X=169036006 Y=6344488140 Z=17390461975 M=2436
A=4215 B=4678 C=5293 X=428856914 Y=4301525676 Z=93606580742 M=4758
A=8376 B=5605 C=9920 X=115055116 Y=4984791126 Z=43725300734 M=4493
A=6637 B=8673 C=8607 X=694186882 Y=1058951185 Z=93537799736 M=2222
A=6070 B=6543 C=6548 X=642104821 Y=4176789524 Z=99577851025 M=5941
A=7352 B=7554 C=6668 X=416449413 Y=7933677491 Z=55603606847 M=5784
A=6553 B=4582 C=9834 X=657261384 Y=5783115111 Z=25617971644 M=8441
A=3121 B=8987 C=6611 X=517959798 Y=1101796603 Z=33469024107 M=4877
A=6347 B=3231 C=7840 X=361765574 Y=2026460034 Z=70836639295 M=1740
A=2464 B=9073 C=5666 X=363976806 Y=8791587883 Z=88035828850 M=8073
A=7531 B=9046 C=5285 X=133704126 Y=8084447100 Z=68663471650 M=5164
A=9935 B=3535 C=6956 X=544655670 Y=4391242229 Z=56248706573 M=7674
A=4822 B=9127 C=7389 X=568002489 Y=3668428933 Z=80598151832 M=1105
A=8238 B=7588 C=7689 X=777056503 Y=8098364028 Z=64176188704 M=6329
A=9391 B=3652 C=5183 X=657369765 Y=3035989173 Z=57579704268 M=9677
A=4374 B=5611 C=7057 X=591956305 Y=6026444552 Z=33903388653 M=4777
A=5319 B=8092 C=9952 X=831102005 Y=6856375264 Z=22438357740 M=1788
A=5806 B=9539 C=5617 X=513813713 Y=8617194062 Z=78434906414 M=2121
A=7239 B=5446 C=9644 X=455165700 Y=7758285846 Z=86031420791 M=2094
A=7627 B=3877 C=9861 X=762687676 Y=2504056086 Z=13723848144 M=3276
A=8730 B=6976 C=6873 X=131580292 Y=1716027633 Z=60787365872 M=1123
A=2723 B=5648 C=7692 X=524211028 Y=4767317036 Z=75973041012 M=5114
A=7591 B=6163 C=8330 X=191656608 Y=8840028186 Z=81527950411 M=7788
A=2724 B=8606 C=5501 X=544623529 Y=1982180049 Z=88847116449 M=4314
A=5209 B=4095 C=5246 X=932933924 Y=6143374413 Z=25883233067 M=9277
A=3281 B=6349 C=7814 X=984558355 Y=8594962733 Z=56292533749 M=4846
A=4482 B=7426 C=5493 X=819752284 Y=5685876752 Z=60172257449 M=1390
A=9406 B=7229 C=8742 X=762884048 Y=8379287898 Z=56390673401 M=9142
A=5681 B=9082 C=9396 X=229549027 Y=8025737607 Z=22630010649 M=9906
A=3218 B=5040 C=7697 X=407148310 Y=2795916235 Z=51091535774 M=4358
A=5301 B=3724 C=7615 X=306238790 Y=6991773521 Z=96103421208 M=4741
A=5157 B=5830 C=6875 X=106654884 Y=1345321751 Z=33653385459 M=8163
A=5717 B=6340 C=8713 X=660740562 Y=1258993170 Z=75917799235 M=9226
A=3256 B=3777 C=9121 X=917766720 Y=7054885849 Z=15445008068 M=3608
A=4071 B=9026 C=8830 X=337032880 Y=4994555984 Z=83560524473 M=2748
A=2777 B=6370 C=7326 X=497844217 Y=6499731208 Z=66874978621 M=9942
A=7027 B=3223 C=7467 X=482952785 Y=9718647432 Z=18020917927 M=2309
A=5166 B=5071 C=9101 X=542938374 Y=2182973771 Z=25354405567 M=9063
A=8033 B=4851 C=9559 X=920640150 Y=1948908538 Z=98972594438 M=5945
A=4164 B=9918 C=8364 X=168407401 Y=6443363479 Z=25184909724 M=8069
A=4536 B=9502 C=7337 X=327785194 Y=2952130488 Z=89132339946 M=9672
A=4861 B=7994 C=7767 X=514392129 Y=3376195444 Z=54881011635 M=3337
A=4523 B=7469 C=8427 X=968978053 Y=8819267611 Z=24355204779 M=9519
A=7771 B=5077 C=8757 X=998858329 Y=5204558924 Z=54684911865 M=4943
A=2234 B=5249 C=8351 X=500232656 Y=7057929688 Z=78948318841 M=4806
A=5975 B=6080 C=7751 X=112092485 Y=9464091385 Z=73326334155 M=3491
A=5430 B=8830 C=5654 X=911005323 Y=5359233551 Z=81646121019 M=1704
A=2238 B=3544 C=9419 X=991224392 Y=3287544881 Z=25346450167 M=3818
A=3597 B=5904 C=6161 X=898089359 Y=5725565125 Z=31068687858 M=4394
A=3082 B=5683 C=9314 X=398780130 Y=2333617452 Z=20112927071 M=8081
A=7599 B=8010 C=9246 X=749539364 Y=3270297505 Z=53832272933 M=4302
A=5027 B=6533 C=7652 X=341432587 Y=3775215237 Z=80562826389 M=6370
A=6747 B=3523 C=6254 X=933795756 Y=1007456799 Z=93599099522 M=9828
A=2097 B=6569 C=5972 X=281382941 Y=5991042059 Z=63085874371 M=7521
A=4914 B=3233 C=5106 X=641287575 Y=5902743058 Z=45872436458 M=7145
A=8548 B=7660 C=8289 X=259538847 Y=4143842397 Z=40911359784 M=7565
A=8657 B=3371 C=9874 X=620533211 Y=4593379325 Z=28567656298 M=5497
A=8012 B=9192 C=6316 X=324699652 Y=3947630103 Z=36748468219 M=9587
A=5134 B=7018 C=9020 X=338694814 Y=5492062867 Z=33020689606 M=7109
A=5010 B=5176 C=7643 X=389503190 Y=8084044993 Z=50060305817 M=2134
A=4739 B=6260 C=7872 X=907597272 Y=9536248327 Z=43455601843 M=6302
A=5961 B=9236 C=8990 X=905468276 Y=8137203034 Z=92021749270 M=9511
A=5898 B=9473 C=8041 X=657674973 Y=6798074372 Z=71207255816 M=4092
A=8007 B=3303 C=8279 X=936606437 Y=1520557945 Z=63946323122 M=3549
A=6992 B=4813 C=7932 X=516440674 Y=7112591174 Z=75484174793 M=2424
A=6729 B=9425 C=6990 X=624935818 Y=9262300207 Z=28196700538 M=8144
A=5648 B=8064 C=6843 X=153185081 Y=6151643657 Z=40418043537 M=3220
A=2337 B=6056 C=8896 X=191768162 Y=7867334478 Z=15421541157 M=8146
A=2609 B=8209 C=8520 X=398300829 Y=5647116370 Z=95167361267 M=2219
A=7261 B=7793 C=9949 X=305771175 Y=5466291227 Z=69508829059 M=6085
A=4392 B=4496 C=5261 X=993793214 Y=4985764494 Z=39507104383 M=3829
A=7634 B=8811 C=6822 X=706155549 Y=1600584451 Z=78652682988 M=8112
A=9870 B=6998 C=5378 X=798890516 Y=6404575867 Z=46693979322 M=3373
A=8420 B=3769 C=9781 X=896610778 Y=6271836759 Z=73792072016 M=6718
A=8009 B=5767 C=5269 X=152775317 Y=5873129048 Z=89806165362 M=2533
A=5579 B=6478 C=5678 X=226938985 Y=4593800801 Z=67531320849 M=9197
A=2222 B=3889 C=9115 X=554901788 Y=6594250042 Z=31616307119 M=9037
A=5670 B=7257 C=9408 X=829406903 Y=7053129393 Z=72428080600 M=8480
A=9864 B=3733 C=8277 X=848732329 Y=1511244236 Z=39205844457 M=4091
A=9848 B=7134 C=9158 X=853108413 Y=1522958092 Z=74383181874 M=7659
A=5597 B=3139 C=7308 X=773602326 Y=2105400620 Z=87856907805 M=5195
A=2504 B=7356 C=5228 X=247363897 Y=3015955369 Z=31378596920 M=4898
A=2319 B=8174 C=5071 X=687846895 Y=3799195316 Z=15402398505 M=7592
A=4725 B=9119 C=5333 X=607735700 Y=8832638946 Z=64359533279 M=7254
A=3681 B=6352 C=6967 X=177320516 Y=4331708306 Z=38675174746 M=8069
A=6921 B=4680 C=8157 X=985663449 Y=6309268216 Z=16988674137 M=1297
A=6309 B=5973 C=5668 X=109432858 Y=7868374746 Z=16067632069 M=8987
A=6970 B=3461 C=7654 X=179601285 Y=2982923283 Z=66663640529 M=5318
A=4012 B=7201 C=5471 X=682239438 Y=3185953560 Z=32094238886 M=2454
A=3572 B=9958 C=7135 X=214499763 Y=6549099710 Z=75782062779 M=2365
A=6081 B=4829 C=9192 X=553667247 Y=1810476310 Z=72478273663 M=5895
A=5069 B=8265 C=7865 X=697829650 Y=8203492413 Z=18498708242 M=9761
A=4532 B=7892 C=8548 X=937817460 Y=1547977338 Z=56128795469 M=4697
A=4215 B=7495 C=7620 X=122223822 Y=7461579958 Z=24640576253 M=9406
A=4238 B=3369 C=8571 X=209545534 Y=8235186009 Z=66959279832 M=4552
A=7042 B=6297 C=6018 X=322050961 Y=1475996311 Z=44456310699 M=4685
A=5841 B=7905 C=5497 X=762284314 Y=4125742371 Z=41406545233 M=7479
A=5600 B=5791 C=8342 X=410163301 Y=8038494723 Z=82920683404 M=2101
A=4132 B=9164 C=6886 X=418965491 Y=8269700821 Z=23245961482 M=9178
A=7792 B=6052 C=6199 X=537097340 Y=7588090711 Z=28334627254 M=9539
A=9930 B=8637 C=7686 X=143363602 Y=8149518017 Z=37620389822 M=9935
A=5360 B=8836 C=8378 X=402911724 Y=8288584240 Z=29957241527 M=9996
A=3015 B=3091 C=9092 X=185559230 Y=2952552923 Z=98818805275 M=6726
A=9016 B=6783 C=8936 X=361639735 Y=4548323048 Z=89396627168 M=7541
A=7177 B=9214 C=8708 X=945213986 Y=3648640087 Z=98732053077 M=3664
A=8694 B=3543 C=6886 X=956488226 Y=9244292289 Z=91808530266 M=1153
A=6499 B=5312 C=8871 X=831227108 Y=4350194078 Z=65303293939 M=9857
A=5001 B=8730 C=5309 X=121524041 Y=1053138221 Z=79779855165 M=4263
A=7498 B=9396 C=7076 X=360896764 Y=1549991684 Z=52725891328 M=6687
A=3833 B=7022 C=7493 X=364580024 Y=9652228887 Z=10475576259 M=2534
A=5547 B=9076 C=6543 X=503218094 Y=5038516039 Z=60744931202 M=8872
A=4733 B=7353 C=9333 X=862360099 Y=1275350544 Z=42381683383 M=5161
A=5696 B=7169 C=7186 X=814563288 Y=7094190433 Z=15156996289 M=8882
A=9546 B=6338 C=6184 X=592936497 Y=9634773960 Z=92135529126 M=8107
A=9021 B=6659 C=6309 X=670207230 Y=4009769942 Z=86893853381 M=3142
A=4013 B=9921 C=5087 X=483522057 Y=9352408523 Z=31217294394 M=6322
A=8357 B=9066 C=8408 X=599101233 Y=3288487830 Z=50516858990 M=1188
A=7348 B=6360 C=9532 X=802887141 Y=4193697243 Z=12478384644 M=7755
A=7081 B=7513 C=5892 X=214867804 Y=6179117007 Z=99956692612 M=4015
A=8586 B=8564 C=6274 X=472233012 Y=6032752723 Z=48725523620 M=5409
A=5062 B=4047 C=7807 X=480270279 Y=4215262240 Z=56677756624 M=3805
A=7133 B=8067 C=5207 X=360745155 Y=4864005321 Z=33122436727 M=4705
A=6766 B=8840 C=5896 X=768074359 Y=8291786415 Z=73071341294 M=2286
A=5439 B=5016 C=7250 X=264748159 Y=3132636945 Z=87732767158 M=5113
A=4070 B=7338 C=5571 X=507772664 Y=3545083249 Z=82005680990 M=7008
A=2175 B=4036 C=9552 X=493230885 Y=3209829107 Z=67745917386 M=2569
A=7190 B=6390 C=6243 X=382469186 Y=3460651020 Z=54060800646 M=6675
A=7102 B=5006 C=9225 X=384988522 Y=2913434635 Z=58607655555 M=5085
A=5479 B=6871 C=5250 X=347156815 Y=9472543787 Z=54892140628 M=8998
A=9902 B=7125 C=8980 X=180768110 Y=7607769800 Z=19382391420 M=1535
A=7139 B=4188 C=9737 X=324517539 Y=7051110244 Z=28157115512 M=8852
A=3229 B=5432 C=9918 X=755282452 Y=1590360964 Z=94760093640 M=8635
A=6793 B=8019 C=6126 X=169321205 Y=8474556912 Z=78304095936 M=6314
A=3321 B=6753 C=8350 X=587876925 Y=9103929379 Z=68035690446 M=6524
A=2760 B=8539 C=8735 X=219622949 Y=7436484074 Z=20502384921 M=1594
A=5986 B=6386 C=9633 X=844603926 Y=6739250996 Z=46853927042 M=2044
A=4510 B=6239 C=9486 X=318286291 Y=4176481353 Z=54438301503 M=4034
A=2089 B=9674 C=5212 X=592184361 Y=3278879848 Z=36153712786 M=8431
A=9369 B=3713 C=5760 X=268502337 Y=2756642023 Z=67004807686 M=6161
A=8362 B=9452 C=9616 X=458971500 Y=4675999756 Z=92996010921 M=2828
A=6140 B=3694 C=9082 X=971133504 Y=7795601563 Z=12927050589 M=2954
A=2266 B=9117 C=7134 X=540557033 Y=6122915565 Z=84716986563 M=1061
A=5422 B=9231 C=5419 X=903475774 Y=8408061533 Z=76490516471 M=9349
A=8736 B=8513 C=7185 X=960997310 Y=3758116734 Z=88070263181 M=1131
A=3588 B=4605 C=9909 X=265030844 Y=6532829917 Z=80218988147 M=9498
A=6650 B=6439 C=9999 X=527142994 Y=4564617903 Z=96009365937 M=2107
A=7722 B=7899 C=7864 X=863809741 Y=3545065479 Z=21043849592 M=3592
A=6123 B=8667 C=8086 X=399345898 Y=1233281131 Z=68456481268 M=5558
A=4028 B=3000 C=7065 X=193345782 Y=9365589518 Z=37023469702 M=6612
A=2507 B=7666 C=8747 X=447559524 Y=4253496013 Z=82574309753 M=3711
A=9213 B=9206 C=8049 X=623569842 Y=7344442300 Z=15872442011 M=2806
A=8131 B=5820 C=9029 X=836035825 Y=9229467553 Z=46581400794 M=2642
A=9543 B=6275 C=5110 X=172304565 Y=3676842542 Z=12081843436 M=7158
A=6441 B=5527 C=9563 X=874043506 Y=5584038307 Z=32494535039 M=8332
A=2611 B=6443 C=6629 X=593172399 Y=6206584043 Z=57336495177 M=1388
A=4474 B=6110 C=7577 X=155954216 Y=3090480371 Z=25883867745 M=5151
A=2920 B=6810 C=5249 X=690506205 Y=1434418259 Z=42990153909 M=9612
A=4718 B=9932 C=9350 X=988450142 Y=3245200429 Z=51084793407 M=5834
A=3745 B=7710 C=5697 X=460543719 Y=5306620560 Z=86274352722 M=3413
A=3527 B=4435 C=7295 X=311143376 Y=8468975545 Z=32996153378 M=4805
A=8880 B=3746 C=5828 X=776776568 Y=8186245878 Z=50906096687 M=8492
A=2201 B=8829 C=5518 X=275082694 Y=9718682393 Z=91246463681 M=6489
A=2415 B=4916 C=7721 X=741761726 Y=3270417836 Z=38833020433 M=6182
A=2705 B=5129 C=5089 X=778994075 Y=8166560454 Z=38742069970 M=9669
A=2840 B=3415 C=7465 X=482922655 Y=9268666514 Z=78430073699 M=2788
A=6157 B=3438 C=7855 X=494024667 Y=2402573198 Z=71814508156 M=9535
A=9023 B=6902 C=9889 X=824420170 Y=8154982179 Z=38535116108 M=6843
A=6166 B=6462 C=6024 X=155435009 Y=4139573106 Z=96096157259 M=5221
A=6158 B=3769 C=9167 X=542025257 Y=9944234435 Z=66998867217 M=3002
A=6423 B=7493 C=6882 X=831874488 Y=3992783107 Z=98891461890 M=9052
A=5592 B=9768 C=9964 X=258921288 Y=3090603409 Z=37671852178 M=8985
A=7909 B=6968 C=6877 X=900019018 Y=6036133999 Z=98768408804 M=8870
A=5954 B=9256 C=5588 X=971153705 Y=9785431708 Z=47596796463 M=6425
A=9232 B=9385 C=9254 X=406869573 Y=3805769197 Z=73177729406 M=5163
A=7646 B=7385 C=6780 X=280588021 Y=9423567680 Z=65645598165 M=3190
A=3674 B=9299 C=6715 X=747511477 Y=2624810102 Z=31036408977 M=5087
A=7771 B=8232 C=6252 X=680161934 Y=6636577464 Z=31457457402 M=1904
A=7419 B=5709 C=6620 X=667406561 Y=5309618551 Z=56693023473 M=6459
A=8573 B=3443 C=9514 X=385757142 Y=1117160689 Z=73340697441 M=9485
A=2078 B=7272 C=6306 X=910568324 Y=1317984099 Z=44387946927 M=6237
A=9757 B=7497 C=5429 X=330535936 Y=6230410753 Z=88216394707 M=9125
A=3856 B=7872 C=6294 X=323026046 Y=5466048102 Z=79291563155 M=8927
A=4232 B=5209 C=5396 X=641426567 Y=1295767463 Z=70497747514 M=8764
A=8552 B=9233 C=5513 X=395640143 Y=5952449123 Z=98833519341 M=8284
A=6473 B=3005 C=6727 X=498841924 Y=5947076577 Z=66858053746 M=4360
A=9016 B=5254 C=6358 X=930294775 Y=6541970772 Z=75209190807 M=5389
A=4503 B=9567 C=8632 X=160265059 Y=9628313915 Z=53546397450 M=8801
A=9168 B=3934 C=6236 X=929784061 Y=9961685183 Z=42390305866 M=7095
A=9537 B=7058 C=7171 X=555615632 Y=3698578820 Z=15576775616 M=4340
A=9573 B=3397 C=6392 X=420887168 Y=6506546099 Z=80933432604 M=1233
A=5923 B=6163 C=9264 X=581260647 Y=4877768768 Z=94173241812 M=1147
A=5457 B=4126 C=9900 X=700662792 Y=6846793855 Z=58539253623 M=8407
A=5699 B=9259 C=5555 X=181387338 Y=1808130744 Z=28489645263 M=8411
A=2295 B=4217 C=6301 X=406454404 Y=6501746611 Z=92557825217 M=1053
A=7361 B=6196 C=5233 X=655315984 Y=9855933844 Z=11854321948 M=8213
A=5458 B=8474 C=7657 X=216860193 Y=8429071435 Z=47482130778 M=7705
A=6229 B=4457 C=8494 X=346027080 Y=6260954198 Z=92298292815 M=9866
A=6510 B=7165 C=5008 X=176178428 Y=5283190873 Z=40260279333 M=8335
A=9105 B=4645 C=9675 X=492054158 Y=6720648948 Z=57754519262 M=7338
A=2165 B=8681 C=8623 X=780702455 Y=2920446876 Z=76682597000 M=5347
A=8861 B=8008 C=8007 X=280991602 Y=3875292092 Z=99427337444 M=9371
A=9055 B=6715 C=7512 X=946292079 Y=6929985347 Z=93820100072 M=3373
A=3910 B=9239 C=8240 X=321405339 Y=1792672340 Z=61277027153 M=6495
A=4910 B=8951 C=6982 X=457049517 Y=4482098963 Z=37964667375 M=2109
A=9789 B=9649 C=5519 X=117121532 Y=3310459949 Z=11934114237 M=4517
A=6335 B=9384 C=9093 X=741252752 Y=7738968714 Z=75453975998 M=8684
A=3341 B=5684 C=5631 X=174975084 Y=8444404350 Z=28344716191 M=6799
A=5390 B=7544 C=8532 X=826202022 Y=1816162587 Z=51671421738 M=3186
A=8244 B=9990 C=6583 X=897461326 Y=4238769727 Z=18264416537 M=6544
A=8095 B=6919 C=9520 X=867647897 Y=9878762085 Z=74249791307 M=2133
A=9448 B=8542 C=7714 X=821659425 Y=6213089157 Z=29381292770 M=4499
A=3711 B=4189 C=9597 X=785003915 Y=3713276881 Z=27100064211 M=1165
A=5193 B=6975 C=9082 X=245217673 Y=2776250309 Z=65262929189 M=4619
A=7186 B=4690 C=9227 X=334967117 Y=6871519757 Z=50363160518 M=1284
A=3024 B=8232 C=9522 X=239181588 Y=3569995736 Z=72555810064 M=2297
A=4442 B=9773 C=7790 X=840057713 Y=1879141147 Z=39713239776 M=3724
A=8490 B=6101 C=5532 X=946213509 Y=1627935243 Z=35280764384 M=1202
A=3739 B=6892 C=6132 X=362215479 Y=6629971184 Z=46064596030 M=2282
A=3818 B=4249 C=5403 X=604643416 Y=6080475937 Z=73720800912 M=7633
A=9723 B=9965 C=6151 X=535835194 Y=1051852793 Z=86113632229 M=8520
A=7420 B=3580 C=6409 X=970748078 Y=7057962630 Z=23354044042 M=8155
A=3735 B=5101 C=6591 X=723726156 Y=9635230734 Z=71813450177 M=5183
A=5933 B=3310 C=8981 X=537515457 Y=4888605732 Z=15270225396 M=6042
A=2790 B=4138 C=8942 X=956709913 Y=6935622632 Z=81175861895 M=7220
A=4317 B=3213 C=6011 X=304290651 Y=1458180968 Z=32110977835 M=4284
A=2736 B=9417 C=8003 X=824597498 Y=7347299123 Z=23122126017 M=7595
A=8726 B=5777 C=9822 X=638985314 Y=2038120430 Z=73559422564 M=2449
A=2276 B=6456 C=5994 X=886249450 Y=7898847268 Z=18562401572 M=8014
A=9763 B=3267 C=8822 X=963791848 Y=9059337839 Z=68016126353 M=4758
A=8332 B=5780 C=8250 X=266554127 Y=1925908748 Z=86973497852 M=3025
A=8924 B=5651 C=6314 X=203092452 Y=1597802314 Z=94487003071 M=2030
A=5417 B=7841 C=6208 X=421720723 Y=3527932686 Z=71252171427 M=7080
A=7979 B=7279 C=9334 X=226262061 Y=1563421033 Z=20230476085 M=2310
A=5454 B=3502 C=9635 X=942471951 Y=5094286139 Z=76593661177 M=3785
A=2201 B=7414 C=6047 X=479288988 Y=6595564396 Z=83738184059 M=7952
A=8641 B=3815 C=8764 X=129201269 Y=4118596057 Z=56678691453 M=5469
A=5561 B=6705 C=6548 X=757584411 Y=9378411949 Z=63421679458 M=4060
A=7123 B=8096 C=5716 X=661769396 Y=6643266118 Z=82106660632 M=8844
A=5534 B=8151 C=8743 X=621074969 Y=5974852811 Z=82587713042 M=9132
A=7429 B=7624 C=5229 X=152155245 Y=1835492504 Z=19304524153 M=3590
A=9209 B=8418 C=8721 X=603708940 Y=8861121359 Z=13241936225 M=2443
A=7365 B=7365 C=5432 X=702364293 Y=1468198390 Z=55562587030 M=6553
A=2128 B=4431 C=5860 X=235357015 Y=6310602339 Z=89521347304 M=2132
A=9517 B=4657 C=8380 X=574762072 Y=7067172259 Z=18652172245 M=8496
A=3635 B=6993 C=7714 X=405817464 Y=1323640366 Z=90840078688 M=6386
A=3354 B=8900 C=8754 X=901563329 Y=1529325286 Z=12270300936 M=6268
A=3723 B=9801 C=9931 X=991510095 Y=3647612516 Z=94932499882 M=3832
A=6593 B=9907 C=8888 X=558026093 Y=3019797126 Z=75694401935 M=1604
A=8185 B=4947 C=7258 X=450449221 Y=9553395254 Z=90459399231 M=3633
A=4825 B=4351 C=9331 X=735907466 Y=9159340777 Z=35760928900 M=6758
A=7519 B=9092 C=7654 X=384915444 Y=6514479439 Z=73353685861 M=8860
A=3040 B=8104 C=6370 X=574246549 Y=4671686768 Z=99392524169 M=5984
A=3655 B=7527 C=5324 X=637747597 Y=1852843358 Z=66200146493 M=5236
A=6448 B=4483 C=9181 X=250394802 Y=4640898542 Z=49265598505 M=9446
A=8664 B=3162 C=8802 X=763863570 Y=5785315634 Z=62304618864 M=7022
A=2688 B=5085 C=7395 X=330005152 Y=8760667550 Z=85924052362 M=7740
